captain_id,city,vehicle_type,signup_month,captain_type,rides_week1,rides_week2,rides_week3,rides_week4,ride_decay_rate,night_rides_ratio,peak_hour_ratio,cancellation_rate,avg_ride_duration,avg_fare_per_km,petrol_cost_sensitivity,estimated_daily_earnings,zone_switches,incentive_claimed,streak_completed,app_opens_per_day,support_tickets,payment_method_pref,is_churned,is_bike,is_parttime,is_bengaluru,churn_probability,risk_segment,rides_decay_x_parttime,low_earnings_x_bike,cancellation_x_zone,week4_x_incentive
CAP08231,Hyderabad,bike,10,fulltime,75,54,43,21,0.711,0.306,0.15,0.12,15.7,10.92,0.219,269.0,3,1,0,4,1,gpay,0,1,0,0,0.2588353978086021,Low Risk,0.0,269.0,0.36,21
CAP08232,Pune,auto,3,fulltime,63,54,40,17,0.719,0.765,0.428,0.14,26.3,15.79,0.508,308.0,3,1,0,11,1,gpay,0,0,0,0,0.3497874260632138,Low Risk,0.0,0.0,0.42000000000000004,17
CAP08233,Hyderabad,bike,1,parttime,31,28,17,14,0.531,0.515,0.659,0.22,17.9,13.72,0.309,200.0,6,0,1,10,0,paytm,0,1,1,0,0.6459901962927205,Medium Risk,0.531,200.0,1.32,0
CAP08234,Bengaluru,bike,5,parttime,19,14,6,3,0.8,0.315,0.367,0.22,19.2,11.06,0.184,35.0,0,1,0,6,0,qr_scan,0,1,1,1,0.6576904559520617,High Risk,0.8,35.0,0.0,3
CAP08235,Hyderabad,bike,8,parttime,24,15,7,3,0.84,0.519,0.281,0.144,19.2,8.66,0.559,30.0,2,1,1,5,1,gpay,1,1,1,0,0.7498661570267475,High Risk,0.84,30.0,0.288,3
CAP08236,Chennai,bike,3,fulltime,77,54,40,23,0.692,0.275,0.618,0.22,18.2,13.52,0.147,323.0,2,0,0,7,0,amazon_pay,0,1,0,0,0.31295085744848966,Low Risk,0.0,323.0,0.44,0
CAP08237,Pune,bike,2,parttime,28,20,15,5,0.793,0.337,0.284,0.22,12.8,12.31,0.413,64.0,5,0,0,3,1,gpay,1,1,1,0,0.8864114932283066,High Risk,0.793,64.0,1.1,0
CAP08238,Chennai,bike,1,parttime,32,25,13,11,0.636,0.524,0.421,0.168,9.1,10.91,0.596,133.0,5,1,1,8,1,gpay,1,1,1,0,0.5774368503206001,Medium Risk,0.636,133.0,0.8400000000000001,11
CAP08239,Bengaluru,bike,4,parttime,34,24,16,14,0.571,0.428,0.108,0.109,15.4,9.22,0.252,153.0,3,1,0,3,0,paytm,0,1,1,1,0.38681404271315795,Medium Risk,0.571,153.0,0.327,14
CAP08240,Chennai,bike,11,parttime,20,15,13,6,0.667,0.796,0.18,0.22,9.0,7.99,0.208,50.0,3,1,1,7,1,qr_scan,0,1,1,0,0.6834550568268588,High Risk,0.667,50.0,0.66,6
CAP08241,Chennai,bike,2,fulltime,81,45,25,9,0.878,0.298,0.065,0.22,11.2,11.33,0.864,106.0,2,1,0,7,1,gpay,1,1,0,0,0.5402398946225128,Medium Risk,0.0,106.0,0.44,9
CAP08242,Bengaluru,bike,8,fulltime,77,53,47,30,0.603,0.596,0.588,0.196,10.5,9.7,0.595,312.0,0,1,0,2,2,paytm,0,1,0,1,0.16564041660713028,Low Risk,0.0,312.0,0.0,30
CAP08243,Hyderabad,bike,11,fulltime,61,49,29,21,0.645,0.208,0.329,0.143,19.7,12.01,0.494,288.0,2,1,0,10,1,gpay,0,1,0,0,0.3071770919455844,Low Risk,0.0,288.0,0.286,21
CAP08244,Bengaluru,bike,10,fulltime,74,43,37,23,0.68,0.357,0.347,0.22,24.9,13.04,0.87,312.0,0,1,1,7,2,gpay,0,1,0,1,0.20605260468998174,Low Risk,0.0,312.0,0.0,23
CAP08245,Chennai,bike,12,fulltime,85,54,39,28,0.663,0.655,0.232,0.09,22.6,12.28,0.364,417.0,1,0,0,10,1,gpay,0,1,0,0,0.25149826159869365,Low Risk,0.0,417.0,0.09,0
CAP08246,Bengaluru,bike,9,fulltime,91,76,62,57,0.37,0.257,0.479,0.152,13.2,10.62,0.558,684.0,3,0,1,6,2,cash,0,1,0,1,0.0486819092634878,Low Risk,0.0,684.0,0.45599999999999996,0
CAP08247,Hyderabad,bike,10,parttime,21,17,10,5,0.727,0.685,0.19,0.18,17.5,12.02,0.53,66.0,2,1,1,7,1,gpay,0,1,1,0,0.6585216675063261,High Risk,0.727,66.0,0.36,5
CAP08248,Delhi,bike,1,fulltime,68,46,23,20,0.696,0.459,0.263,0.22,20.7,12.37,0.149,257.0,3,1,0,8,1,gpay,0,1,0,0,0.4192641388088187,Medium Risk,0.0,257.0,0.66,20
CAP08249,Pune,bike,2,parttime,26,24,12,8,0.667,0.351,0.31,0.22,20.3,14.47,0.552,120.0,3,0,0,7,1,gpay,1,1,1,0,0.7715564776121256,High Risk,0.667,120.0,0.66,0
CAP08250,Delhi,bike,6,fulltime,93,62,33,25,0.723,0.27,0.571,0.08,15.5,8.71,0.161,267.0,1,1,1,2,0,cash,0,1,0,0,0.13777269494368208,Low Risk,0.0,267.0,0.08,25
CAP08251,Delhi,bike,10,fulltime,97,62,34,28,0.704,0.488,0.125,0.17,17.8,12.52,0.186,388.0,2,0,0,8,1,gpay,0,1,0,0,0.27009308657219827,Low Risk,0.0,388.0,0.34,0
CAP08252,Bengaluru,bike,12,fulltime,75,51,45,22,0.697,0.794,0.369,0.22,16.0,9.83,0.424,225.0,1,0,1,4,0,amazon_pay,0,1,0,1,0.20673496832775057,Low Risk,0.0,225.0,0.22,0
CAP08253,Chennai,bike,7,parttime,30,25,17,9,0.677,0.846,0.291,0.217,21.8,12.59,0.245,118.0,2,0,1,7,0,gpay,1,1,1,0,0.6212961069644635,Medium Risk,0.677,118.0,0.434,0
CAP08254,Hyderabad,auto,2,parttime,35,20,11,4,0.861,0.319,0.259,0.14,27.2,20.07,0.299,92.0,2,0,0,9,0,amazon_pay,0,0,1,0,0.7572279959203072,High Risk,0.861,0.0,0.28,0
CAP08255,Pune,bike,8,parttime,29,19,14,11,0.6,0.671,0.116,0.176,20.4,9.86,0.009,119.0,2,1,0,7,1,qr_scan,0,1,1,0,0.5748551593634506,Medium Risk,0.6,119.0,0.352,11
CAP08256,Bengaluru,bike,10,fulltime,84,66,32,12,0.847,0.144,0.178,0.22,14.3,9.97,0.111,124.0,0,1,1,6,0,gpay,1,1,0,1,0.19366082012740976,Low Risk,0.0,124.0,0.0,12
CAP08257,Delhi,bike,9,parttime,27,24,13,7,0.714,0.54,0.368,0.142,14.5,9.43,0.403,76.0,3,0,0,4,1,qr_scan,0,1,1,0,0.733252882269079,High Risk,0.714,76.0,0.42599999999999993,0
CAP08258,Chennai,auto,8,parttime,20,14,10,8,0.571,0.643,0.287,0.14,27.3,20.72,0.177,190.0,9,1,0,11,4,paytm,1,0,1,0,0.652308839426185,High Risk,0.571,0.0,1.2600000000000002,8
CAP08259,Pune,bike,9,fulltime,76,53,36,14,0.805,0.419,0.196,0.176,16.1,10.59,0.217,163.0,0,0,0,5,1,gpay,1,1,0,0,0.3724246846499095,Medium Risk,0.0,163.0,0.0,0
CAP08260,Bengaluru,bike,6,parttime,28,19,10,9,0.655,0.646,0.173,0.22,22.0,10.93,0.543,102.0,2,0,1,4,0,amazon_pay,0,1,1,1,0.6175111987298247,Medium Risk,0.655,102.0,0.44,0
CAP08261,Bengaluru,bike,11,fulltime,98,55,26,17,0.818,0.636,0.601,0.22,13.4,13.16,0.282,233.0,2,0,0,6,1,cash,0,1,0,1,0.35745468465037955,Medium Risk,0.0,233.0,0.44,0
CAP08262,Chennai,bike,7,fulltime,64,59,44,18,0.708,0.632,0.624,0.22,15.1,7.48,0.405,140.0,1,0,0,10,1,paytm,0,1,0,0,0.3804169307768556,Medium Risk,0.0,140.0,0.22,0
CAP08263,Bengaluru,auto,6,parttime,18,10,8,2,0.842,0.799,0.238,0.14,27.4,19.22,0.656,44.0,2,1,0,1,0,amazon_pay,0,0,1,1,0.7516314738592902,High Risk,0.842,0.0,0.28,2
CAP08264,Pune,bike,7,parttime,36,27,22,12,0.649,0.635,0.298,0.22,18.7,7.48,0.409,93.0,2,0,0,9,0,gpay,1,1,1,0,0.6942602058339619,High Risk,0.649,93.0,0.44,0
CAP08265,Bengaluru,auto,3,parttime,18,15,8,3,0.789,0.681,0.166,0.14,14.7,21.29,0.477,73.0,1,1,1,10,2,gpay,0,0,1,1,0.5586651740785225,Medium Risk,0.789,0.0,0.14,3
CAP08266,Chennai,bike,4,fulltime,77,68,54,33,0.564,0.141,0.187,0.173,22.1,9.88,0.679,360.0,3,0,1,3,0,gpay,0,1,0,0,0.19058842490801356,Low Risk,0.0,360.0,0.5189999999999999,0
CAP08267,Hyderabad,bike,9,fulltime,83,51,28,17,0.786,0.09,0.124,0.22,16.7,13.37,0.559,236.0,4,1,0,1,0,qr_scan,0,1,0,0,0.5013097136192017,Medium Risk,0.0,236.0,0.88,17
CAP08268,Chennai,bike,3,parttime,25,14,11,4,0.808,0.476,0.548,0.22,13.6,11.1,0.075,46.0,2,1,0,5,0,gpay,1,1,1,0,0.7530128247756912,High Risk,0.808,46.0,0.44,4
CAP08269,Chennai,bike,2,fulltime,67,57,47,35,0.471,0.475,0.505,0.22,15.2,9.49,0.338,345.0,2,1,0,7,1,gpay,0,1,0,0,0.19211368298655812,Low Risk,0.0,345.0,0.44,35
CAP08270,Bengaluru,bike,12,parttime,25,14,7,4,0.808,0.768,0.512,0.22,15.7,11.73,0.452,49.0,1,1,1,3,0,paytm,1,1,1,1,0.6270385115256948,Medium Risk,0.808,49.0,0.22,4
CAP08271,Bengaluru,bike,11,parttime,19,13,5,3,0.8,0.369,0.354,0.182,18.3,10.78,0.198,35.0,4,0,1,6,1,paytm,0,1,1,1,0.7598073868484922,High Risk,0.8,35.0,0.728,0
CAP08272,Bengaluru,bike,7,parttime,31,21,14,12,0.594,0.801,0.39,0.22,19.5,13.82,0.736,172.0,3,1,1,5,2,cash,1,1,1,1,0.5651594111704007,Medium Risk,0.594,172.0,0.66,12
CAP08273,Hyderabad,auto,6,fulltime,87,52,39,17,0.795,0.43,0.811,0.14,23.9,20.72,0.053,404.0,0,0,0,9,0,paytm,0,0,0,0,0.23380467767730823,Low Risk,0.0,0.0,0.0,0
CAP08274,Hyderabad,bike,3,fulltime,65,49,28,17,0.727,0.36,0.666,0.22,11.8,9.71,0.43,172.0,0,1,0,6,0,paytm,1,1,0,0,0.28530774546929993,Low Risk,0.0,172.0,0.0,17
CAP08275,Chennai,bike,6,parttime,25,15,9,7,0.692,0.532,0.115,0.22,16.9,15.46,0.474,113.0,1,0,1,7,1,qr_scan,1,1,1,0,0.6148874377950931,Medium Risk,0.692,113.0,0.22,0
CAP08276,Hyderabad,bike,7,parttime,16,13,8,6,0.588,0.318,0.395,0.158,16.8,11.81,0.364,80.0,1,0,1,3,1,paytm,1,1,1,0,0.5481635899377467,Medium Risk,0.588,80.0,0.158,0
CAP08277,Hyderabad,bike,6,fulltime,81,70,56,29,0.634,0.388,0.242,0.194,16.8,12.09,0.455,377.0,2,1,0,7,0,amazon_pay,0,1,0,0,0.22502057918537124,Low Risk,0.0,377.0,0.388,29
CAP08278,Hyderabad,bike,1,parttime,32,20,10,8,0.727,0.924,0.112,0.112,23.7,11.43,0.535,108.0,1,0,0,4,0,paytm,1,1,1,0,0.7134723877065082,High Risk,0.727,108.0,0.112,0
CAP08279,Bengaluru,bike,12,parttime,34,28,13,7,0.771,0.668,0.048,0.22,8.8,10.36,0.59,75.0,2,0,0,2,1,paytm,1,1,1,1,0.7702543842136195,High Risk,0.771,75.0,0.44,0
CAP08280,Bengaluru,auto,1,parttime,27,21,12,11,0.571,0.367,0.107,0.04,19.8,18.41,0.425,259.0,3,1,1,4,2,gpay,0,0,1,1,0.2565920612523604,Low Risk,0.571,0.0,0.12,11
CAP08281,Delhi,bike,9,parttime,34,22,15,7,0.771,0.753,0.063,0.118,17.5,9.31,0.386,77.0,3,0,0,7,2,gpay,1,1,1,0,0.7600713304110945,High Risk,0.771,77.0,0.354,0
CAP08282,Pune,bike,6,parttime,27,16,8,3,0.857,0.534,0.118,0.133,15.9,10.24,0.6,36.0,4,0,0,5,0,cash,1,1,1,0,0.8317542361679833,High Risk,0.857,36.0,0.532,0
CAP08283,Bengaluru,bike,12,parttime,33,29,16,14,0.559,0.697,0.407,0.22,21.8,12.89,0.442,188.0,2,0,0,4,1,paytm,0,1,1,1,0.5717388761850478,Medium Risk,0.559,188.0,0.44,0
CAP08284,Hyderabad,auto,2,fulltime,98,61,42,27,0.717,0.492,0.183,0.052,15.1,14.59,0.42,498.0,1,0,0,7,1,amazon_pay,1,0,0,0,0.19494033578425665,Low Risk,0.0,0.0,0.052,0
CAP08285,Pune,bike,11,parttime,27,15,12,9,0.643,0.644,0.574,0.22,12.6,10.76,0.316,101.0,1,1,0,5,0,gpay,0,1,1,0,0.5869408556227765,Medium Risk,0.643,101.0,0.22,9
CAP08286,Hyderabad,bike,1,parttime,33,22,10,9,0.706,0.821,0.379,0.088,18.9,9.01,0.174,99.0,2,0,0,1,2,paytm,0,1,1,0,0.675088302830405,High Risk,0.706,99.0,0.176,0
CAP08287,Bengaluru,auto,11,parttime,20,18,13,6,0.667,0.383,0.695,0.14,17.6,14.21,0.279,98.0,3,0,0,6,5,paytm,1,0,1,1,0.7234604395763505,High Risk,0.667,0.0,0.42000000000000004,0
CAP08288,Bengaluru,auto,12,fulltime,88,69,44,18,0.787,0.208,0.434,0.14,11.4,13.99,0.277,289.0,0,1,0,8,1,qr_scan,0,0,0,1,0.2002009753814256,Low Risk,0.0,0.0,0.0,18
CAP08289,Hyderabad,bike,2,parttime,30,25,18,8,0.71,0.674,0.373,0.168,11.2,9.34,0.273,83.0,4,1,0,7,0,cash,1,1,1,0,0.6849877495794954,High Risk,0.71,83.0,0.672,8
CAP08290,Delhi,auto,8,fulltime,73,46,35,14,0.797,0.647,0.722,0.14,25.2,14.13,0.493,227.0,2,0,0,8,0,qr_scan,1,0,0,0,0.41608980608555096,Medium Risk,0.0,0.0,0.28,0
CAP08291,Chennai,bike,5,fulltime,63,47,22,20,0.672,0.076,0.611,0.22,12.9,7.36,0.196,153.0,2,0,0,9,1,gpay,0,1,0,0,0.3936706430237613,Medium Risk,0.0,153.0,0.44,0
CAP08292,Bengaluru,bike,7,fulltime,74,64,46,35,0.52,0.359,0.149,0.08,19.8,13.85,0.314,595.0,3,1,1,6,0,paytm,0,1,0,1,0.07970255173111782,Low Risk,0.0,595.0,0.24,35
CAP08293,Bengaluru,bike,7,parttime,22,15,13,9,0.565,0.613,0.569,0.22,13.8,9.04,0.773,85.0,5,1,0,3,0,qr_scan,0,1,1,1,0.740848777561556,High Risk,0.565,85.0,1.1,9
CAP08294,Chennai,auto,2,parttime,36,30,19,17,0.514,0.64,0.776,0.14,15.8,20.9,0.516,407.0,6,1,1,5,2,paytm,1,0,1,0,0.3263574754469302,Low Risk,0.514,0.0,0.8400000000000001,17
CAP08295,Pune,bike,4,parttime,28,21,19,17,0.379,0.686,0.666,0.22,14.1,13.72,0.271,243.0,5,1,1,5,0,cash,1,1,1,0,0.4118785808628908,Medium Risk,0.379,243.0,1.1,17
CAP08296,Chennai,bike,2,parttime,41,28,26,23,0.429,0.395,0.629,0.22,15.1,11.51,0.559,275.0,3,0,0,11,1,paytm,0,1,1,0,0.46205566157891426,Medium Risk,0.429,275.0,0.66,0
CAP08297,Chennai,auto,7,parttime,23,16,12,8,0.625,0.734,0.777,0.048,23.9,15.77,0.478,160.0,6,1,0,6,1,gpay,0,0,1,0,0.386743381894315,Medium Risk,0.625,0.0,0.28800000000000003,8
CAP08298,Bengaluru,bike,5,parttime,31,26,18,11,0.625,0.709,0.53,0.22,18.7,10.44,0.185,119.0,3,0,0,4,3,amazon_pay,1,1,1,1,0.708970162365357,High Risk,0.625,119.0,0.66,0
CAP08299,Pune,auto,1,fulltime,82,69,57,21,0.735,0.519,0.53,0.14,22.4,20.46,0.243,493.0,1,1,0,1,0,amazon_pay,0,0,0,0,0.18832780293371834,Low Risk,0.0,0.0,0.14,21
CAP08300,Pune,bike,2,fulltime,79,71,59,51,0.35,0.483,0.543,0.22,19.1,12.52,0.308,664.0,0,1,0,4,0,cash,1,1,0,0,0.06957401910061825,Low Risk,0.0,664.0,0.0,51
CAP08301,Bengaluru,bike,6,parttime,25,19,14,5,0.769,0.563,0.315,0.22,19.4,9.59,0.637,50.0,3,0,0,6,2,gpay,0,1,1,1,0.8528514809271932,High Risk,0.769,50.0,0.66,0
CAP08302,Chennai,bike,4,fulltime,92,66,29,11,0.871,0.408,0.344,0.22,21.8,11.66,0.393,133.0,1,1,1,6,3,amazon_pay,1,1,0,0,0.37091827864553356,Medium Risk,0.0,133.0,0.22,11
CAP08303,Bengaluru,auto,7,parttime,32,27,20,14,0.545,0.756,0.148,0.098,10.0,25.57,0.334,431.0,3,0,0,8,0,paytm,0,0,1,1,0.2652630035511695,Low Risk,0.545,0.0,0.29400000000000004,0
CAP08304,Bengaluru,bike,2,fulltime,78,54,48,40,0.481,0.65,0.649,0.22,23.1,12.7,0.555,528.0,2,0,1,11,3,amazon_pay,0,1,0,1,0.15357217728202607,Low Risk,0.0,528.0,0.44,0
CAP08305,Bengaluru,bike,12,parttime,33,25,12,9,0.706,0.293,0.378,0.173,19.4,11.23,0.546,111.0,2,0,0,4,1,gpay,0,1,1,1,0.6813142850779418,High Risk,0.706,111.0,0.346,0
CAP08306,Bengaluru,bike,2,parttime,43,36,21,11,0.727,0.276,0.322,0.22,18.6,8.96,0.327,103.0,2,1,0,5,0,gpay,0,1,1,1,0.6247603253748788,Medium Risk,0.727,103.0,0.44,11
CAP08307,Bengaluru,auto,12,fulltime,93,85,74,62,0.33,0.276,0.583,0.14,18.9,17.4,0.4,1237.0,4,1,0,10,0,gpay,0,0,0,1,0.026247785199014245,Low Risk,0.0,0.0,0.56,62
CAP08308,Hyderabad,bike,6,fulltime,84,76,57,20,0.753,0.291,0.579,0.22,14.1,8.81,0.162,183.0,0,0,0,5,1,cash,0,1,0,0,0.2566170486756161,Low Risk,0.0,183.0,0.0,0
CAP08309,Hyderabad,bike,8,fulltime,82,66,33,14,0.819,0.268,0.166,0.155,16.4,7.71,0.107,122.0,2,1,0,8,0,paytm,0,1,0,0,0.3414493557619951,Low Risk,0.0,122.0,0.31,14
CAP08310,Hyderabad,bike,1,parttime,32,17,12,7,0.758,0.377,0.287,0.22,16.3,11.89,0.142,87.0,0,0,0,8,1,gpay,0,1,1,0,0.6783484777727693,High Risk,0.758,87.0,0.0,0
CAP08311,Bengaluru,auto,5,fulltime,79,66,50,43,0.45,0.419,0.685,0.09,12.1,17.99,0.495,939.0,2,1,0,14,0,paytm,0,0,0,1,0.051643382614043845,Low Risk,0.0,0.0,0.18,43
CAP08312,Bengaluru,bike,1,parttime,31,21,10,4,0.844,0.583,0.228,0.22,12.6,11.69,0.722,49.0,1,0,0,3,1,cash,0,1,1,1,0.7969897971575468,High Risk,0.844,49.0,0.22,0
CAP08313,Chennai,bike,11,parttime,26,22,11,7,0.704,0.6,0.175,0.22,20.0,7.85,0.599,57.0,2,0,0,11,1,paytm,1,1,1,0,0.8147717134402875,High Risk,0.704,57.0,0.44,0
CAP08314,Hyderabad,auto,6,parttime,21,11,8,3,0.818,0.606,0.708,0.14,25.9,24.07,0.551,83.0,3,0,1,6,0,paytm,1,0,1,0,0.662393601896109,High Risk,0.818,0.0,0.42000000000000004,0
CAP08315,Bengaluru,auto,7,fulltime,84,50,32,15,0.812,0.599,0.411,0.14,15.7,17.71,0.344,305.0,0,0,1,2,0,gpay,0,0,0,1,0.1991052437384377,Low Risk,0.0,0.0,0.0,0
CAP08316,Pune,bike,6,fulltime,84,69,39,33,0.6,0.145,0.709,0.114,25.9,15.68,0.045,611.0,2,1,0,10,1,qr_scan,0,1,0,0,0.1716868443117322,Low Risk,0.0,611.0,0.228,33
CAP08317,Chennai,auto,9,parttime,26,17,12,5,0.778,0.81,0.535,0.04,27.6,19.51,0.371,125.0,6,0,0,7,1,gpay,1,0,1,0,0.5140755418796575,Medium Risk,0.778,0.0,0.24,0
CAP08318,Pune,bike,3,fulltime,94,63,31,12,0.863,0.198,0.79,0.1,18.1,13.46,0.223,194.0,1,1,0,8,1,gpay,1,1,0,0,0.29472959897651124,Low Risk,0.0,194.0,0.1,12
CAP08319,Hyderabad,bike,8,parttime,23,16,8,3,0.833,0.501,0.705,0.22,14.4,9.19,0.299,29.0,1,0,0,2,1,amazon_pay,1,1,1,0,0.8274447702565009,High Risk,0.833,29.0,0.22,0
CAP08320,Bengaluru,bike,3,fulltime,86,53,24,13,0.839,0.358,0.217,0.22,18.3,9.84,0.234,133.0,3,0,0,6,0,qr_scan,1,1,0,1,0.48222085031542966,Medium Risk,0.0,133.0,0.66,0
CAP08321,Chennai,bike,11,parttime,39,34,26,17,0.55,0.561,0.443,0.163,19.2,8.72,0.579,165.0,2,0,0,4,2,cash,1,1,1,0,0.5677021994399305,Medium Risk,0.55,165.0,0.326,0
CAP08322,Bengaluru,auto,12,parttime,23,13,11,3,0.833,0.79,0.411,0.14,24.1,16.99,0.61,58.0,2,1,0,6,0,cash,1,0,1,1,0.7332055181004713,High Risk,0.833,0.0,0.28,3
CAP08323,Hyderabad,bike,7,parttime,42,25,11,10,0.744,0.725,0.338,0.22,13.4,9.49,0.319,99.0,1,1,0,10,1,gpay,0,1,1,0,0.6662571633376391,High Risk,0.744,99.0,0.22,10
CAP08324,Bengaluru,bike,5,parttime,32,22,14,12,0.606,0.346,0.217,0.183,17.7,10.37,0.155,136.0,3,0,0,5,0,qr_scan,0,1,1,1,0.5768753169050747,Medium Risk,0.606,136.0,0.5489999999999999,0
CAP08325,Pune,bike,12,fulltime,69,48,25,15,0.771,0.397,0.68,0.22,19.1,10.71,0.351,167.0,0,0,0,3,2,paytm,0,1,0,0,0.40811174291678437,Medium Risk,0.0,167.0,0.0,0
CAP08326,Bengaluru,bike,1,parttime,24,13,10,4,0.8,0.524,0.539,0.087,11.9,12.53,0.395,61.0,1,1,0,4,1,amazon_pay,1,1,1,1,0.6260098940674399,Medium Risk,0.8,61.0,0.087,4
CAP08327,Delhi,bike,11,fulltime,64,43,28,12,0.8,0.037,0.34,0.133,14.1,14.66,0.23,203.0,0,1,0,8,0,gpay,0,1,0,0,0.2976034646351494,Low Risk,0.0,203.0,0.0,12
CAP08328,Pune,bike,12,fulltime,89,76,56,32,0.633,0.069,0.218,0.22,16.0,11.08,0.313,369.0,0,0,0,9,0,gpay,0,1,0,0,0.15716526826694657,Low Risk,0.0,369.0,0.0,0
CAP08329,Hyderabad,bike,4,fulltime,71,64,55,49,0.306,0.145,0.562,0.22,14.8,9.83,0.833,501.0,1,0,0,7,1,gpay,0,1,0,0,0.10680618391190391,Low Risk,0.0,501.0,0.22,0
CAP08330,Chennai,auto,11,parttime,34,20,14,8,0.743,0.475,0.312,0.14,29.1,18.29,0.292,168.0,2,1,0,4,0,gpay,0,0,1,0,0.6359764309390786,Medium Risk,0.743,0.0,0.28,8
CAP08331,Chennai,bike,9,parttime,22,17,12,6,0.696,0.674,0.357,0.22,26.8,11.52,0.404,72.0,1,1,0,6,0,cash,0,1,1,0,0.6985827517655422,High Risk,0.696,72.0,0.22,6
CAP08332,Pune,bike,8,parttime,28,25,13,11,0.586,0.539,0.125,0.094,17.0,9.82,0.709,130.0,4,0,0,13,0,gpay,0,1,1,0,0.5455099470764351,Medium Risk,0.586,130.0,0.376,0
CAP08333,Hyderabad,bike,3,parttime,18,12,8,7,0.579,0.572,0.347,0.22,20.8,13.33,0.038,97.0,6,0,0,4,0,qr_scan,0,1,1,0,0.8144920602167648,High Risk,0.579,97.0,1.32,0
CAP08334,Pune,bike,2,parttime,22,19,14,8,0.609,0.596,0.28,0.22,19.8,14.77,0.3,123.0,3,0,0,4,0,gpay,1,1,1,0,0.7092436228051953,High Risk,0.609,123.0,0.66,0
CAP08335,Hyderabad,auto,11,parttime,38,23,18,16,0.564,0.522,0.647,0.04,32.4,17.09,0.929,350.0,1,1,0,6,3,paytm,0,0,1,0,0.5068043963474713,Medium Risk,0.564,0.0,0.04,16
CAP08336,Delhi,auto,9,fulltime,65,58,28,11,0.818,0.483,0.23,0.14,20.7,18.2,0.345,230.0,2,1,0,2,0,gpay,0,0,0,0,0.3615172706876711,Medium Risk,0.0,0.0,0.28,11
CAP08337,Hyderabad,bike,1,fulltime,80,57,45,21,0.728,0.603,0.355,0.22,11.6,10.41,0.345,227.0,1,0,0,9,0,gpay,1,1,0,0,0.30084227196917385,Low Risk,0.0,227.0,0.22,0
CAP08338,Hyderabad,bike,9,fulltime,92,80,43,26,0.71,0.378,0.823,0.192,15.9,12.62,0.097,353.0,1,1,0,6,1,qr_scan,0,1,0,0,0.2027595611012947,Low Risk,0.0,353.0,0.192,26
CAP08339,Pune,bike,12,fulltime,86,54,42,24,0.713,0.605,0.409,0.087,15.2,7.0,0.535,205.0,0,0,1,7,0,gpay,0,1,0,0,0.19952649307021675,Low Risk,0.0,205.0,0.0,0
CAP08340,Pune,bike,7,fulltime,74,42,24,11,0.84,0.771,0.227,0.146,16.5,8.84,0.351,111.0,3,1,0,8,0,gpay,1,1,0,0,0.43439314434958315,Medium Risk,0.0,111.0,0.43799999999999994,11
CAP08341,Hyderabad,bike,12,fulltime,74,58,43,27,0.627,0.304,0.218,0.22,17.4,12.63,0.442,355.0,0,1,0,5,2,gpay,0,1,0,0,0.2276033442649291,Low Risk,0.0,355.0,0.0,27
CAP08342,Bengaluru,auto,2,parttime,28,18,9,7,0.724,0.864,0.591,0.117,27.8,20.45,0.396,169.0,2,1,0,7,0,gpay,0,0,1,1,0.5443509325756959,Medium Risk,0.724,0.0,0.234,7
CAP08343,Hyderabad,auto,11,parttime,24,20,18,7,0.68,0.849,0.639,0.14,23.8,18.66,0.471,150.0,2,0,1,6,0,amazon_pay,0,0,1,0,0.563245730244213,Medium Risk,0.68,0.0,0.28,0
CAP08344,Delhi,bike,5,parttime,29,25,20,11,0.6,0.353,0.241,0.22,20.6,9.47,0.204,108.0,4,1,0,2,0,paytm,0,1,1,0,0.7026711683119522,High Risk,0.6,108.0,0.88,11
CAP08345,Chennai,auto,2,parttime,24,20,11,4,0.8,0.305,0.247,0.071,28.0,17.58,0.48,87.0,2,1,0,6,0,paytm,1,0,1,0,0.6747136028984413,High Risk,0.8,0.0,0.142,4
CAP08346,Pune,auto,5,parttime,33,24,20,18,0.441,0.227,0.188,0.111,23.9,21.89,0.086,467.0,5,1,0,6,1,paytm,0,0,1,0,0.2505769913003523,Low Risk,0.441,0.0,0.555,18
CAP08347,Bengaluru,auto,7,fulltime,76,69,64,51,0.325,0.302,0.373,0.04,24.5,20.96,0.189,1368.0,2,0,0,6,0,cash,0,0,0,1,0.03397468229029216,Low Risk,0.0,0.0,0.08,0
CAP08348,Hyderabad,auto,5,parttime,24,18,12,6,0.72,0.411,0.546,0.14,11.9,19.21,0.307,132.0,2,0,1,8,1,gpay,0,0,1,0,0.5584286922911409,Medium Risk,0.72,0.0,0.28,0
CAP08349,Chennai,bike,2,fulltime,89,55,34,15,0.822,0.141,0.426,0.155,12.9,10.12,0.638,171.0,1,0,0,2,0,qr_scan,0,1,0,0,0.3804820014519689,Medium Risk,0.0,171.0,0.155,0
CAP08350,Pune,bike,11,fulltime,92,72,39,26,0.71,0.673,0.081,0.22,17.2,11.8,0.441,319.0,4,1,1,10,2,paytm,0,1,0,0,0.33390523252955556,Low Risk,0.0,319.0,0.88,26
CAP08351,Bengaluru,auto,5,fulltime,74,57,43,20,0.72,0.382,0.323,0.14,24.8,17.3,0.493,397.0,2,0,0,7,1,cash,0,0,0,1,0.27215080868258673,Low Risk,0.0,0.0,0.28,0
